station,measureDate,decimaldate,yearday,StaGrpCode,StaType,Transect,Latitude,Longitude,time,analyst,tidestage,scttemp,sctsal,sctcond,dotemp,do,secchi,depth,nh4,po4,TDN,chlor_a,phaeopigments_a,tss,pom,pim,,,,,,,,,
CRM,9/22/14,2014.726899,265,2,Mainland Creek,Machipongo,37.460083,-75.816,1222,DB,FALLING,23.1,31.1,47.8,23,6.85,0.6,6.4,5.563333333,1.046333333,14.53333333,12.9601296,2.008820088,26.77777778,1.444444444,25.33333333,,,,,,,,,
CRM,9/22/14,2014.726899,265,2,Mainland Creek,Machipongo,37.460083,-75.816,1222,DB,FALLING,23.1,31.1,47.8,23,6.85,0.6,6.4,5.563333333,1.046333333,14.53333333,12.9601296,2.008820088,26.77777778,1.444444444,25.33333333,,,,,,,,,
CRM,12/5/14,2014.9295,339,2,Mainland Creek,Machipongo,37.460083,-75.816,1222,DB/AS,,8.8,31.8,49.1,8.8,10.43,1.05,7.8,2.396666667,0.542,14.53333333,1.29601296,-0.388803888,25.11111111,3.222222222,21.88888889,,,,,,,,,
CRM,4/16/15,2015.290897,106,2,Mainland Creek,Machipongo,37.460083,-75.816,1130,DB,FALLING,15.7,31.5,48.18,15.6,8.11,0.4,5.5,2.913333333,0.396666667,14.33333333,12.9601296,6.544865448,98.2222222,10.11111111,88.11111111,,,,,,,,,
CRM,6/16/15,2015.457906,167,2,Mainland Creek,Machipongo,37.460083,-75.816,1248,DB/EB/N,FALLING,31.8,34,51.9,31.7,7.39,0.3,8.2,5.08,1.183333333,18.16666667,77.11277112,26.76266762,543.3333333,43.66666667,499.6666667,,,,,,,,,
CRM,10/13/15,2015.78371,286,2,Mainland Creek,Machipongo,37.460083,-75.816,1238,DB,FALLING,20.7,32.1,45.025,20.7,9.4,0.5,7.5,5.953333333,0.637,23.8,,,,,,,,,,,,,,
CRM,11/10/15,2015.86037,314,2,Mainland Creek,Machipongo,37.460083,-75.816,1415,,FALLING,18.8,26.2,40.892,18.8,8.44,0.35,5.4,3.043333333,0.219333333,19.8,3.2400324,2.656826568,,,,,,,,,,,,
CRM,2/21/16,2016.142368,52,2,Mainland Creek,Machipongo,37.460083,-75.816,1235,DB/RA/TB,FALLING,10.5,31.3,34.863,10.5,12.6,0.64,6.8,,,8.333333333,23.97623976,8.683286833,37.77777778,7.233333332,30.54444444,,,,,,,,,
CRM,8/17/16,2016.629706,230,2,Mainland Creek,Machipongo,37.460083,-75.816,1250,AS/SP,EBB,31.1,33,50.6,31,4.66,0.58,7.5,5.705,1.455,15.63333333,19.4401944,0,,,,,,,,,,,,
CRM,10/18/16,2016.799452,292,2,Mainland Creek,Machipongo,37.460083,-75.816,1322,ACS/JRP/SET,MID EBB,21.7,26.5,41.43,21.7,6.21,0.7,10,2.226666667,0.709333333,17.63333333,19.4401944,0,,,,,,,,,,,,
CRM,12/13/16,2016.952772,348,2,Mainland Creek,Machipongo,37.460083,-75.816,1235,,,7.7,29.8,46.36,7.7,8.69,0.6,12,2.24,0.42725,16.63333333,3.758437584,5.222932229,,,,,,,,,,,,
CRM,4/26/17,2017.319644,116,2,Mainland Creek,Machipongo,37.460083,-75.816,,,,,,,,,NaN,,,,11.76833333,,,,,,,,,,,,,,
CRM,4/27/17,2017.322382,117,2,Mainland Creek,Machipongo,37.460083,-75.816,1413,,FALLING,23.3,30.9,47.83,23.3,7.43,0.5,6.9,3.65,0.285,,8.42408424,3.369633696,,,,,,,,,,,,
CRM,8/21/17,2017.639973,233,2,Mainland Creek,Machipongo,37.460083,-75.816,1250,EB/DL/SK,FALLING,30.4,28.4,44.17,30.5,5.28,0.35,10,4.99,4.05,24.46666667,11.53451534,5.02205022,12.44444444,3.111111111,9.333333333,,,,,,,,,
CRM,12/4/17,2017.927447,338,2,Mainland Creek,Machipongo,37.460083,-75.816,1313,DL/AB/MV/LA,FALLING,11.4,30.8,47.39,10.8,7.43,0.85,5,1.746666667,0.687,18.63333333,3.2400324,-0.97200972,,,,,,,,,,,,
CRM,12/5/17,2017.930185,339,2,Mainland Creek,Machipongo,37.460083,-75.816,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,
CRM,4/26/18,2018.31896,116,2,Mainland Creek,Machipongo,37.460083,-75.816,1320,LA/DL/AB/CJ,FALLING,17.1,30.5,40.3,17.3,7.55,0.47,5,0.543333333,0.217333333,18.07333333,1.188,2.203222032,,,,,,,,,,,,
CRM,9/6/18,2018.683094,249,2,Mainland Creek,Machipongo,37.460083,-75.816,1102,CJ/DL/SH/SK,FALLING,30.5,,49.2,30.3,4.47,0.25,5.2,5.78,1.766666667,30.36666667,8.32584,0.2905755,,,,,,,,,,,,
CRM,10/8/18,2018.770705,281,2,Mainland Creek,Machipongo,37.460083,-75.816,1243,CJ/AB/SH,FALLING,27.3,29.7,45.86,27.3,6.74,0.45,15.2,3.74,1.596666667,17.73333333,12.474,-1.49688,153,67,86,,,,,,,,,
CRM,5/1/19,2019.331964,121,2,Mainland Creek,Machipongo,37.460083,-75.816,1225,DL/JM/AB,FALLING,21.1,28.7,44.2,21.1,6.6,0.35,4.8,4.653333333,0.696333333,14.46666667,5.7024,0.28512,74.66666667,8.666666667,66,,,,,,,,,
CRM,7/15/19,2019.537303,196,2,Mainland Creek,Machipongo,37.460083,-75.816,1200,DL/+,FALLING,30.9,31,48,30.9,8.26,0.21,7,3.573333333,1.536666667,24.7,11.7612,0.7128,,,,,,,,,,,,
CRM,9/6/19,2019.682409,249,2,Mainland Creek,Machipongo,37.460083,-75.816,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,
CRM,10/15/19,2019.789185,288,2,Mainland Creek,Machipongo,37.460083,-75.816,1340,CJ/JM/DL/+,FALLING,20.9,31.4,44.3,20.7,9.15,0.5,8,3.375,0.967,15.40666667,3.9204,-1.17612,,,,,,,,,,,,
CRM,1/23/20,2020.062971,23,2,Mainland Creek,Machipongo,37.460083,-75.816,1242,JM/DL/+,FALLING,4.1,30.7,48.34,4.1,13.68,0.7,4.2,4.053333333,0.335333333,12.8,,,,,,,,,,,,,,
CSH,7/28/92,1992.574949,210,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1200,JS,,26,30,47,29,7,0.6,8,2.89,0.59,,3.92,1.53,23.787,16.68,7.107,,,,,,,,,
CSH,8/25/92,1992.651608,238,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1105,JS,,29,23,40,25,9,0.7,5,3.98,0.29,,0.89,1.85,14.18,11.293,2.887,,,,,,,,,
CSH,9/28/92,1992.744695,272,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1113,JS,,,,,14,9.4,0.6,,,,,,,,,,,,,,,,,,
CSH,10/6/92,1992.766598,280,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,68,,,14,28.7,,,9.4,0.6,,3.29,0.4275,,1.78,0.64,15.673,13.44,2.233,,,,,,,,,
CSH,10/26/92,1992.821355,300,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1503,JS,,15,30,39,14,9.3,0.7,3,4.23,0.685,,2.14,0.11,22.227,19.98,2.247,,,,,,,,,
CSH,11/17/92,1992.881588,322,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1032,JS,,10,28,31,9,11.3,1.6,10,0.011,0.369,,0.481,,15.813,15.36,0.72,,,,,,,,,
CSH,12/15/92,1992.958248,350,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,745,JS,,,29,,,,0.4,8,1.09,0.437,,1.42,1.19,44.973,38.673,6.3,,,,,,,,,
CSH,1/26/93,1993.073238,26,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,939,JS,,5,25,25,5,15.5,1,,0.758,0.588,,,,21.133,17.2,3.933,,,,,,,,,
CSH,2/23/93,1993.149897,54,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1331,JS,,6,27,28,,,1.1,5,1.22,0.2975,,,,17.04,16.78,1.43,,,,,,,,,
CSH,3/23/93,1993.226557,82,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1123,JS,,7,25,27,6,9.5,1.2,5,1.55,0.216,,3.38,5.61,13.373,11.36,2.013,,,,,,,,,
CSH,4/27/93,1993.322382,117,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1043,JS,,10,32,35,9,8.9,1,,0.05,0.4615,,1.47,0.001,16.733,13.1,3.633,,,,,,,,,
CSH,5/25/93,1993.399042,145,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,JS,,20,29,40,20,6,0.8,,0.032,0.095,,,,53.767,33.977,19.789,,,,,,,,,
CSH,6/26/93,1993.486653,177,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,JS/CB,,24,31,45,23,5.6,0.6,,4.8,0.495,,2.31,6.4,34.527,33.233,1.293,,,,,,,,,
CSH,7/27/93,1993.571526,208,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,JS,,25,29,34,25,5.5,0.5,,5.48,0.912,,5.01,5.04,76.438,,,,,,,,,,,
CSH,8/24/93,1993.648186,236,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,25,25,38,24,6.5,0.6,,0.853,1.24,,2.14,4.97,21.933,,,,,,,,,,,
CSH,10/1/93,1993.752225,274,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1605,,,19,32,42,20,8.9,0.7,,2,1.051,,4.27,2.48,28.98,22.613,6.367,,,,,,,,,
CSH,11/5/93,1993.848049,309,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,12,29,34,13,9.8,1.4,,1.8,0.599,,19.4,1.69,19.66,17.48,2.18,,,,,,,,,
CSH,12/3/93,1993.924709,337,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,11.5,31.5,35,,,1,,0.62,0.66,,1.6,5.91,23.993,19.113,4.88,,,,,,,,,
CSH,1/28/94,1994.078029,28,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,4,25,22,,,0.8,,,0.374,,5.87,1.82,47.533,36.444,11.089,,,,,,,,,
CSH,2/25/94,1994.154689,56,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,7,27,29,,,0.9,,0.682,0.288,,11.3,2.63,32.411,26.8,5.611,,,,,,,,,
CSH,3/31/94,1994.247775,90,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,JS,,11,27.5,32,,,1.4,,1.21,0.293,,1.48,2.67,281.167,,,,,,,,,,,
CSH,4/29/94,1994.327173,119,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,23,28,41,,,1,,2.04,0.362,,2.89,,137.89,,,,,,,,,,,
CSH,5/1/94,1994.332649,121,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,23,29,43000,,5.6,0.5,,,0.292,,8.01,,31.633,23.067,8.567,,,,,,,,,
CSH,6/1/94,1994.417522,152,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,,,,23,29,43,23,5.6,0.5,,,,,,,,,,,,,,,,,,
CSH,6/28/94,1994.491444,179,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,29,24,39,28,7.7,0.4,,0.48,0.641,,29.8,,163.089,,,,,,,,,,,
CSH,7/26/94,1994.568104,207,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,JS,,24,27,41,26,6.7,0.35,,3.76,26.87,,4.58,6.99,249.3,,,,,,,,,,,
CSH,8/30/94,1994.663929,242,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,25,31,,25,3.7,0.4,,0.064,0.26,,2.14,,21.933,30.367,29.867,,,,,,,,,
CSH,9/28/94,1994.743326,271,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,950,,,25,27,41,24,6.8,1.1,,1.45,0.353,,4.45,7.8,,,,,,,,,,,,
CSH,10/27/94,1994.822724,300,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,13,30,35,14,6.9,0.7,,2.83,0.883,,11.9,,26.74,9.56,17.18,,,,,,,,,
CSH,11/29/94,1994.913073,333,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,11.5,,,11.5,,0.8,,3.73,0.522,,1.6,14.9,56.593,,,,,,,,,,,
CSH,12/1/94,1994.918549,335,,,,,,1,,,,,,,,NaN,,,,,8.54,4.04,,,,,,,,,,,,
CSH,1/13/95,1995.036277,13,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,10,30,32,8,9.5,1.6,,0.447,0.315,,6.41,0.561,,,,,,,,,,,,
CSH,2/23/95,1995.148528,54,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1,,,6,32,31,6,9.8,NaN,,2.5,0.288,,0.712,3.07,63.42,38.43,24.99,,,,,,,,,
CSH,3/23/95,1995.225188,82,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1039,,,12,27,31,10,7.8,NaN,4,2.41,0.51,,1.07,,47.49,35.59,11.19,,,,,,,,,
CSH,4/20/95,1995.301848,110,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,853,,,16,28,35,16,6.2,NaN,,2.08,0.705,,1.78,,46.24,16.51,29.73,,,,,,,,,
CSH,5/25/95,1995.397673,145,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1254,,,24,30,44.5,24,6.9,NaN,,4.71,0.445,,24.9,1.25,224.9,90.51,134.39,,,,,,,,,
CSH,6/20/95,1995.468857,171,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,950,,,26,28,45,26,5.1,NaN,,3.31,0.879,,5.52,4.45,18.16,55.96,,,,,,,,,,
CSH,7/19/95,1995.548255,200,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,937,,,28,26,44,28,3.7,NaN,6,3.52,1.13,,19,4.4,,,,,,,,,,,,
CSH,8/23/95,1995.644079,235,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1240,SPITLER/BLUM,,26.5,29,43,26,7.1,0.47,5,2.93,1.42,,3.48,38.5,22.813,22.293,0.52,,,,,,,,,
CSH,9/15/95,1995.70705,258,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,937,,,24.5,33.4,50.6,24.9,6.5,0.62,4.2,2.4,1.12,,0.535,6.48,31.75,29.76,1.99,,,,,,,,,
CSH,10/13/95,1995.78371,286,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,905,BLUM/SPITLER,,20.8,32.6,49.72,21,7.4,0.94,8.5,3.56,0.866,,20.4,5.93,31.453,24.067,7.387,,,,,,,,,
CSH,11/1/95,1995.835729,305,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1058,BLUM/SPITLER,LOW,16.3,32.4,41.2,18,6.8,1.05,,2.34,0.674,,2.41,18.2,21.76,21.19,0.57,,,,,,,,,
CSH,11/30/95,1995.915127,334,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,941,SPITLER/BLUM,LOW,6.3,32.7,50.8,6.8,10,1.03,4,1.39,0.713,,0,18.5,20.8,17.65,3.15,,,,,,,,,
CSH,1/1/96,1996.002738,1,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
CSH,2/1/96,1996.087611,32,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
CSH,3/1/96,1996.167009,61,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
CSH,4/25/96,1996.317591,116,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1015,,,14.1,31,48,14.5,3.9,1.05,3,2.1,0.668,,2.35,1.65,17.8,14.6,3.2,,,,,,,,,
CSH,5/1/96,1996.334018,122,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
CSH,6/10/96,1996.443532,162,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1127,,,23.9,31.5,48,24.7,6,0.66,0.9,1.53,0.202,,8.97,1.87,37.31,27.14,10.17,,,,,,,,,
CSH,7/22/96,1996.558522,204,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1006,,,22.8,30.6,47,23.5,6.7,NaN,3.7,2.93,0.385,,10.4,3.85,33.07,26.82,6.13,,,,,,,,,
CSH,8/26/96,1996.654346,239,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1214,,,26.6,30.3,47,27.2,5.4,NaN,,2.19,1.07,,10.8,4.09,151.43,141.14,30.87,,,,,,,,,
CSH,9/1/96,1996.670773,245,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
CSH,10/10/96,1996.77755,284,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1212,,,17.7,27.6,37,18.1,6.5,0.61,,6.25,1.22,,1.07,1.18,26.422,22.33,4.089,,,,,,,,,
CSH,11/21/96,1996.892539,326,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1143,,,8.6,30.9,47,8.8,5.4,1.22,,3.54,0.91,,,,42.188,32.84,9.34,,,,,,,,,
CSH,12/1/96,1996.919918,336,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
CSH,1/22/97,1997.062286,22,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
CSH,2/1/97,1997.089665,32,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1225,,,6.1,29.4,46,6.3,9.9,0.86,1.3,0.841,0.293,,8.37,2.48,26.456,19.722,6.733,,,,,,,,,
CSH,3/26/97,1997.234771,85,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1443,,,12.9,27.6,43,13.5,8.4,NaN,1.7,4.54,0.383,,1.78,4.01,39.9,23.5,16.4,,,,,,,,,
CSH,4/30/97,1997.330595,120,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1025,,,17.6,30,46,15,8.2,1.13,1.6,2.33,0.149,,1.78,2.46,20.7,16.5,4.2,,,,,,,,,
CSH,5/30/97,1997.412731,150,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1005,,,18.3,33,50,18.3,6.8,0.89,1.1,2.34,0.307,,,2.46,26.5,16.9,9.57,,,,,,,,,
CSH,6/27/97,1997.489391,178,1,Barrier Creek,Machipongo,37.44147331,-75.68500757,1021,,,25.2,31.4,48,25,5,0.58,1.9,2.26,0.545,,5.34,1.26,36.9,29,7.96,,,,,,,,,
CSM,7/28/92,1992.574949,210,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1152,JS,,25,30,47,25,8,0.7,4,4.12,0.458,,,4.16,30.187,24.06,6.127,,,,,,,,,
CSM,8/25/92,1992.651608,238,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1059,JS,,28,24,40,25,9,0.6,5,4.46,0.354,,1.6,0.64,14.247,10.687,3.56,,,,,,,,,
CSM,9/28/92,1992.744695,272,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1100,JS,,,,,14,9.2,0.7,,,,,,,,,,,,,,,,,,
CSM,10/6/92,1992.766598,280,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,55,,,14,29,38000,,9.2,0.7,,2.22,0.519,,1.42,1.36,13.353,10.387,2.967,,,,,,,,,
CSM,10/26/92,1992.821355,300,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1453,JS,,14,31,38,14,9,0.7,11,3.61,0.567,,2.67,,18.333,16.073,2.26,,,,,,,,,
CSM,11/17/92,1992.881588,322,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1018,JS,,10,28,31.5,9,11.5,1.3,15,0.019,0.298,,0.694,1.17,14.76,14.78,0.33,,,,,,,,,
CSM,12/15/92,1992.958248,350,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,738,JS,,,29,,,,0.4,12,1.65,0.485,,2.31,1.05,56.693,49.567,7.127,,,,,,,,,
CSM,1/26/93,1993.073238,26,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,929,JS,,6,26,25,5,15,1.1,,1.01,0.557,,,,19.893,16.173,3.72,,,,,,,,,
CSM,2/23/93,1993.149897,54,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1324,JS,,7,28,30,,,1.3,12,1.06,0.251,,,,26.807,23.293,3.513,,,,,,,,,
CSM,3/23/93,1993.226557,82,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1117,JS,,7,24,26,6,10.2,1,4,2.3,0.1605,,5.34,5.61,14.1,12.467,1.633,,,,,,,,,
CSM,4/27/93,1993.322382,117,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1035,JS,,10,32,35,10,10.8,0.8,,0.05,0.544,,1.8,0.002,24.9,20.167,4.733,,,,,,,,,
CSM,5/25/93,1993.399042,145,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,JS,,21,28,40,20,7,0.6,,0.194,0.119,,,,48.344,33.5,14.844,,,,,,,,,
CSM,6/26/93,1993.486653,177,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,JS/CB,,25,30,45,23.5,6.95,0.8,,6.13,0.498,,2.31,1.67,19.16,,,,,,,,,,,
CSM,7/27/93,1993.571526,208,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,JS,,26,27,40,26,6.4,0.45,,4.46,0.7885,,3.78,4.63,20.275,,,,,,,,,,,
CSM,8/24/93,1993.648186,236,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,25,27,39,25,6.1,0.55,,0.05,0.8485,,3.38,3.97,50.167,,,,,,,,,,,
CSM,10/1/93,1993.752225,274,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1600,,,20,31,41.5,19,8.7,0.9,,2.3,0.1605,,3.2,1.9,12.793,10.633,2.16,,,,,,,,,
CSM,11/5/93,1993.848049,309,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,12,32,34,13,9.5,1.2,,1.68,0.551,,1.87,3.31,22.033,19.467,2.567,,,,,,,,,
CSM,12/3/93,1993.924709,337,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,11.5,30,33.5,,,0.9,,0.509,0.527,,1.96,1.65,21.84,14.78,7.06,,,,,,,,,
CSM,1/28/94,1994.078029,28,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,4,24,23,,,0.7,,,0.249,,5.16,0.445,70.793,52.833,17.96,,,,,,,,,
CSM,2/25/94,1994.154689,56,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,7,27,28.5,,,1.2,,0.682,0.297,,13.4,10.1,43.522,34.767,8.756,,,,,,,,,
CSM,3/31/94,1994.247775,90,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,JS,,11,28,32,,,1.4,,1.21,0.327,,0.89,7.42,261.8,,,,,,,,,,,
CSM,4/29/94,1994.327173,119,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,22,28,40,,,1,,1.96,0.33,,0.89,0.823,199.067,,,,,,,,,,,
CSM,5/1/94,1994.332649,121,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,23,29,43000,,6.8,0.8,,,0.303,,3.26,,179.5,168.478,11.022,,,,,,,,,
CSM,6/1/94,1994.417522,152,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,23,29,43,23,6.8,0.8,,,,,,,,,,,,,,,,,,
CSM,6/28/94,1994.491444,179,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,29,24,39,26,7.9,0.4,,0.322,0.506,,5.6,,143.1,,,,,,,,,,,
CSM,7/26/94,1994.568104,207,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,JS,,24,26,40,26,6.8,0.4,,3.55,0.743,,5.6,6.33,214.133,154.556,59.578,,,,,,,,,
CSM,8/30/94,1994.663929,242,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,25,32,,25,4.4,0.5,,0.043,0.233,,3.38,,98.13,69.03,29.1,,,,,,,,,
CSM,9/28/94,1994.743326,271,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,943,,,24,28,42,24,7,1,,0.882,0.32,,7.48,,,,,,,,,,,,,
CSM,10/27/94,1994.822724,300,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,15,31,35,16,7.1,0.7,,2.2,0.789,,4.43,,57.853,,,,,,,,,,,
CSM,11/29/94,1994.913073,333,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,11,33,35,11,8,0.7,,3.4,0.597,,2.49,0.374,41.16,,,,,,,,,,,
CSM,12/1/94,1994.918549,335,,,,,,1,,,,,,,,NaN,,,,,4.63,,,,,,,,,,,,,
CSM,1/13/95,1995.036277,13,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,10,30,32,8,9.4,1.5,,0.58,0.234,,3.03,1.42,,,,,,,,,,,,
CSM,2/23/95,1995.148528,54,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1,,,6,32,31,6,9.8,NaN,,2.19,0.234,,3.2,0.535,2,,,,,,,,,,,
CSM,3/23/95,1995.225188,82,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1033,,,10,30,33,10,8,NaN,10,2.7,0.48,,2.49,,219.45,29.5,189.92,,,,,,,,,
CSM,4/20/95,1995.301848,110,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,846,,,16,29,35,16,7.2,NaN,,0.573,0.623,,10.7,3.3,191.53,141.45,50.08,,,,,,,,,
CSM,5/25/95,1995.397673,145,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1247,,,24,31,43,24,6.2,NaN,,1.07,0.495,,10.7,2.27,191.53,141.45,50.08,,,,,,,,,
CSM,6/20/95,1995.468857,171,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,945,,,26,31,45.5,26,5.7,NaN,12,2.04,1.28,,5.16,0.05,,,,,,,,,,,,
CSM,7/19/95,1995.548255,200,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,930,,,28,27,44,28,5.1,NaN,12,1.22,0.713,,19.8,1.17,,,,,,,,,,,,
CSM,8/23/95,1995.644079,235,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1232,SPITLER/BLUM,,25,29,40,25,6.2,0.65,13,5.38,1.41,,1.96,,24.25,23.87,0.38,,,,,,,,,
CSM,9/15/95,1995.70705,258,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,925,,,24.6,33.1,50.1,24.8,7.6,0.63,15,1.99,0.954,,0.713,8.01,68.71,58.75,9.95,,,,,,,,,
CSM,10/13/95,1995.78371,286,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,855,BLUM/SPITLER,,21,32.6,49.67,21.3,8.1,1.01,11.6,2.46,0.866,,11.7,1.89,25.13,19.27,5.87,,,,,,,,,
CSM,11/1/95,1995.835729,305,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1050,BLUM/SPITLER,LOW,16.1,32.4,41.13,16.5,7.5,1.22,,3.01,0.892,,1.19,,26.31,22.39,3.92,,,,,,,,,
CSM,11/30/95,1995.915127,334,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,955,SPITLER/BLUM,LOW,7.7,33.9,50.6,6,10.2,0.87,14.7,1.51,0.692,,0.357,3.13,27.74,19.55,4.19,,,,,,,,,
CSM,1/1/96,1996.002738,1,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
CSM,2/1/96,1996.087611,32,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
CSM,3/1/96,1996.167009,61,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
